Classifier,Precision,Recall
Logistic Regression,0.3218,0.4221
Logistic Regression,0.3234,0.4221
Logistic Regression,0.325,0.4221
Logistic Regression,0.3266,0.4221
Logistic Regression,0.3283,0.4221
Logistic Regression,0.3299,0.4221
Logistic Regression,0.3265,0.4156
Logistic Regression,0.3282,0.4156
Logistic Regression,0.3299,0.4156
Logistic Regression,0.3264,0.4091
Logistic Regression,0.3281,0.4091
Logistic Regression,0.3298,0.4091
Logistic Regression,0.3316,0.4091
Logistic Regression,0.3333,0.4091
Logistic Regression,0.3351,0.4091
Logistic Regression,0.3316,0.4026
Logistic Regression,0.328,0.3961
Logistic Regression,0.3243,0.3896
Logistic Regression,0.3207,0.3831
Logistic Regression,0.3224,0.3831
Logistic Regression,0.3242,0.3831
Logistic Regression,0.326,0.3831
Logistic Regression,0.3278,0.3831
Logistic Regression,0.3296,0.3831
Logistic Regression,0.3315,0.3831
Logistic Regression,0.3333,0.3831
Logistic Regression,0.3352,0.3831
Logistic Regression,0.3371,0.3831
Logistic Regression,0.3391,0.3831
Logistic Regression,0.341,0.3831
Logistic Regression,0.343,0.3831
Logistic Regression,0.3392,0.3766
Logistic Regression,0.3412,0.3766
Logistic Regression,0.3432,0.3766
Logistic Regression,0.3452,0.3766
Logistic Regression,0.3413,0.3701
Logistic Regression,0.3434,0.3701
Logistic Regression,0.3455,0.3701
Logistic Regression,0.3476,0.3701
Logistic Regression,0.3497,0.3701
Logistic Regression,0.3519,0.3701
Logistic Regression,0.354,0.3701
Logistic Regression,0.3563,0.3701
Logistic Regression,0.3522,0.3636
Logistic Regression,0.3544,0.3636
Logistic Regression,0.3567,0.3636
Logistic Regression,0.359,0.3636
Logistic Regression,0.3613,0.3636
Logistic Regression,0.3571,0.3571
Logistic Regression,0.3595,0.3571
Logistic Regression,0.3618,0.3571
Logistic Regression,0.3642,0.3571
Logistic Regression,0.3667,0.3571
Logistic Regression,0.3624,0.3506
Logistic Regression,0.3649,0.3506
Logistic Regression,0.3673,0.3506
Logistic Regression,0.3699,0.3506
Logistic Regression,0.3655,0.3442
Logistic Regression,0.3681,0.3442
Logistic Regression,0.3636,0.3377
Logistic Regression,0.3662,0.3377
Logistic Regression,0.3688,0.3377
Logistic Regression,0.3714,0.3377
Logistic Regression,0.3669,0.3312
Logistic Regression,0.3623,0.3247
Logistic Regression,0.365,0.3247
Logistic Regression,0.3676,0.3247
Logistic Regression,0.363,0.3182
Logistic Regression,0.3657,0.3182
Logistic Regression,0.3684,0.3182
Logistic Regression,0.3636,0.3117
Logistic Regression,0.3664,0.3117
Logistic Regression,0.3615,0.3052
Logistic Regression,0.3566,0.2987
Logistic Regression,0.3594,0.2987
Logistic Regression,0.3622,0.2987
Logistic Regression,0.3571,0.2922
Logistic Regression,0.36,0.2922
Logistic Regression,0.3629,0.2922
Logistic Regression,0.3659,0.2922
Logistic Regression,0.3689,0.2922
Logistic Regression,0.3719,0.2922
Logistic Regression,0.3667,0.2857
Logistic Regression,0.3613,0.2792
Logistic Regression,0.3644,0.2792
Logistic Regression,0.3675,0.2792
Logistic Regression,0.3707,0.2792
Logistic Regression,0.3739,0.2792
Logistic Regression,0.3772,0.2792
Logistic Regression,0.3805,0.2792
Logistic Regression,0.375,0.2727
Logistic Regression,0.3784,0.2727
Logistic Regression,0.3818,0.2727
Logistic Regression,0.3853,0.2727
Logistic Regression,0.3889,0.2727
Logistic Regression,0.3925,0.2727
Logistic Regression,0.3962,0.2727
Logistic Regression,0.4,0.2727
Logistic Regression,0.4038,0.2727
Logistic Regression,0.4078,0.2727
Logistic Regression,0.4118,0.2727
Logistic Regression,0.4059,0.2662
Logistic Regression,0.41,0.2662
Logistic Regression,0.4141,0.2662
Logistic Regression,0.4184,0.2662
Logistic Regression,0.4124,0.2597
Logistic Regression,0.4167,0.2597
Logistic Regression,0.4105,0.2532
Logistic Regression,0.4149,0.2532
Logistic Regression,0.4194,0.2532
Logistic Regression,0.413,0.2468
Logistic Regression,0.4176,0.2468
Logistic Regression,0.4111,0.2403
Logistic Regression,0.4045,0.2338
Logistic Regression,0.3977,0.2273
Logistic Regression,0.3908,0.2208
Logistic Regression,0.3953,0.2208
Logistic Regression,0.3882,0.2143
Logistic Regression,0.381,0.2078
Logistic Regression,0.3855,0.2078
Logistic Regression,0.3902,0.2078
Logistic Regression,0.3951,0.2078
Logistic Regression,0.3875,0.2013
Logistic Regression,0.3924,0.2013
Logistic Regression,0.3974,0.2013
Logistic Regression,0.4026,0.2013
Logistic Regression,0.3947,0.1948
Logistic Regression,0.4,0.1948
Logistic Regression,0.3919,0.1883
Logistic Regression,0.3836,0.1818
Logistic Regression,0.3889,0.1818
Logistic Regression,0.3944,0.1818
Logistic Regression,0.4,0.1818
Logistic Regression,0.3913,0.1753
Logistic Regression,0.3971,0.1753
Logistic Regression,0.3881,0.1688
Logistic Regression,0.3939,0.1688
Logistic Regression,0.3846,0.1623
Logistic Regression,0.3906,0.1623
Logistic Regression,0.381,0.1558
Logistic Regression,0.3871,0.1558
Logistic Regression,0.3934,0.1558
Logistic Regression,0.4,0.1558
Logistic Regression,0.4068,0.1558
Logistic Regression,0.3966,0.1494
Logistic Regression,0.386,0.1429
Logistic Regression,0.3929,0.1429
Logistic Regression,0.3818,0.1364
Logistic Regression,0.3704,0.1299
Logistic Regression,0.3774,0.1299
Logistic Regression,0.3846,0.1299
Logistic Regression,0.3725,0.1234
Logistic Regression,0.38,0.1234
Logistic Regression,0.3878,0.1234
Logistic Regression,0.3958,0.1234
Logistic Regression,0.4043,0.1234
Logistic Regression,0.413,0.1234
Logistic Regression,0.4222,0.1234
Logistic Regression,0.4318,0.1234
Logistic Regression,0.4419,0.1234
Logistic Regression,0.4286,0.1169
Logistic Regression,0.439,0.1169
Logistic Regression,0.45,0.1169
Logistic Regression,0.4615,0.1169
Logistic Regression,0.4737,0.1169
Logistic Regression,0.4865,0.1169
Logistic Regression,0.4722,0.1104
Logistic Regression,0.4571,0.1039
Logistic Regression,0.4412,0.0974
Logistic Regression,0.4545,0.0974
Logistic Regression,0.4688,0.0974
Logistic Regression,0.4839,0.0974
Logistic Regression,0.4667,0.0909
Logistic Regression,0.4483,0.0844
Logistic Regression,0.4286,0.0779
Logistic Regression,0.4074,0.0714
Logistic Regression,0.3846,0.0649
Logistic Regression,0.4,0.0649
Logistic Regression,0.4167,0.0649
Logistic Regression,0.3913,0.0584
Logistic Regression,0.4091,0.0584
Logistic Regression,0.381,0.0519
Logistic Regression,0.4,0.0519
Logistic Regression,0.4211,0.0519
Logistic Regression,0.3889,0.0455
Logistic Regression,0.3529,0.039
Logistic Regression,0.375,0.039
Logistic Regression,0.3333,0.0325
Logistic Regression,0.3571,0.0325
Logistic Regression,0.3846,0.0325
Logistic Regression,0.4167,0.0325
Logistic Regression,0.4545,0.0325
Logistic Regression,0.5,0.0325
Logistic Regression,0.5556,0.0325
Logistic Regression,0.625,0.0325
Logistic Regression,0.5714,0.026
Logistic Regression,0.5,0.0195
Logistic Regression,0.4,0.013
Logistic Regression,0.5,0.013
Logistic Regression,0.3333,0.0065
Logistic Regression,0.5,0.0065
Logistic Regression,1.0,0.0065
Logistic Regression,1.0,0.0
Random Forest,0.1562,1.0
Random Forest,0.1563,1.0
Random Forest,0.1565,1.0
Random Forest,0.1567,1.0
Random Forest,0.1568,1.0
Random Forest,0.157,1.0
Random Forest,0.1571,1.0
Random Forest,0.1573,1.0
Random Forest,0.1575,1.0
Random Forest,0.1576,1.0
Random Forest,0.1578,1.0
Random Forest,0.1579,1.0
Random Forest,0.1581,1.0
Random Forest,0.1583,1.0
Random Forest,0.1584,1.0
Random Forest,0.1586,1.0
Random Forest,0.1577,0.9935
Random Forest,0.1579,0.9935
Random Forest,0.1581,0.9935
Random Forest,0.1582,0.9935
Random Forest,0.1584,0.9935
Random Forest,0.1585,0.9935
Random Forest,0.1587,0.9935
Random Forest,0.1589,0.9935
Random Forest,0.159,0.9935
Random Forest,0.1592,0.9935
Random Forest,0.1594,0.9935
Random Forest,0.1595,0.9935
Random Forest,0.1597,0.9935
Random Forest,0.1599,0.9935
Random Forest,0.16,0.9935
Random Forest,0.1602,0.9935
Random Forest,0.1604,0.9935
Random Forest,0.1605,0.9935
Random Forest,0.1607,0.9935
Random Forest,0.1609,0.9935
Random Forest,0.1611,0.9935
Random Forest,0.1612,0.9935
Random Forest,0.1614,0.9935
Random Forest,0.1616,0.9935
Random Forest,0.1617,0.9935
Random Forest,0.1619,0.9935
Random Forest,0.1621,0.9935
Random Forest,0.1622,0.9935
Random Forest,0.1624,0.9935
Random Forest,0.1626,0.9935
Random Forest,0.1628,0.9935
Random Forest,0.1629,0.9935
Random Forest,0.1631,0.9935
Random Forest,0.1633,0.9935
Random Forest,0.1635,0.9935
Random Forest,0.1636,0.9935
Random Forest,0.1638,0.9935
Random Forest,0.164,0.9935
Random Forest,0.1642,0.9935
Random Forest,0.1643,0.9935
Random Forest,0.1645,0.9935
Random Forest,0.1647,0.9935
Random Forest,0.1649,0.9935
Random Forest,0.164,0.987
Random Forest,0.1631,0.9805
Random Forest,0.1632,0.9805
Random Forest,0.1623,0.974
Random Forest,0.1625,0.974
Random Forest,0.1627,0.974
Random Forest,0.1629,0.974
Random Forest,0.163,0.974
Random Forest,0.1632,0.974
Random Forest,0.1634,0.974
Random Forest,0.1636,0.974
Random Forest,0.1638,0.974
Random Forest,0.1639,0.974
Random Forest,0.1641,0.974
Random Forest,0.1643,0.974
Random Forest,0.1645,0.974
Random Forest,0.1647,0.974
Random Forest,0.1648,0.974
Random Forest,0.165,0.974
Random Forest,0.1652,0.974
Random Forest,0.1654,0.974
Random Forest,0.1656,0.974
Random Forest,0.1657,0.974
Random Forest,0.1659,0.974
Random Forest,0.1661,0.974
Random Forest,0.1663,0.974
Random Forest,0.1665,0.974
Random Forest,0.1667,0.974
Random Forest,0.1669,0.974
Random Forest,0.167,0.974
Random Forest,0.1672,0.974
Random Forest,0.1674,0.974
Random Forest,0.1676,0.974
Random Forest,0.1678,0.974
Random Forest,0.168,0.974
Random Forest,0.1682,0.974
Random Forest,0.1684,0.974
Random Forest,0.1685,0.974
Random Forest,0.1676,0.9675
Random Forest,0.1678,0.9675
Random Forest,0.168,0.9675
Random Forest,0.1682,0.9675
Random Forest,0.1684,0.9675
Random Forest,0.1686,0.9675
Random Forest,0.1687,0.9675
Random Forest,0.1689,0.9675
Random Forest,0.1691,0.9675
Random Forest,0.1693,0.9675
Random Forest,0.1695,0.9675
Random Forest,0.1697,0.9675
Random Forest,0.1699,0.9675
Random Forest,0.1701,0.9675
Random Forest,0.1703,0.9675
Random Forest,0.1705,0.9675
Random Forest,0.1707,0.9675
Random Forest,0.1709,0.9675
Random Forest,0.1711,0.9675
Random Forest,0.1713,0.9675
Random Forest,0.1715,0.9675
Random Forest,0.1717,0.9675
Random Forest,0.1719,0.9675
Random Forest,0.1721,0.9675
Random Forest,0.1723,0.9675
Random Forest,0.1725,0.9675
Random Forest,0.1727,0.9675
Random Forest,0.1729,0.9675
Random Forest,0.1731,0.9675
Random Forest,0.1733,0.9675
Random Forest,0.1735,0.9675
Random Forest,0.1737,0.9675
Random Forest,0.1739,0.9675
Random Forest,0.1741,0.9675
Random Forest,0.1743,0.9675
Random Forest,0.1745,0.9675
Random Forest,0.1747,0.9675
Random Forest,0.1737,0.961
Random Forest,0.1739,0.961
Random Forest,0.1741,0.961
Random Forest,0.1743,0.961
Random Forest,0.1745,0.961
Random Forest,0.1747,0.961
Random Forest,0.1749,0.961
Random Forest,0.1751,0.961
Random Forest,0.1754,0.961
Random Forest,0.1756,0.961
Random Forest,0.1758,0.961
Random Forest,0.176,0.961
Random Forest,0.1762,0.961
Random Forest,0.1764,0.961
Random Forest,0.1766,0.961
Random Forest,0.1768,0.961
Random Forest,0.177,0.961
Random Forest,0.1772,0.961
Random Forest,0.1775,0.961
Random Forest,0.1777,0.961
Random Forest,0.1767,0.9545
Random Forest,0.1769,0.9545
Random Forest,0.1771,0.9545
Random Forest,0.1773,0.9545
Random Forest,0.1775,0.9545
Random Forest,0.1778,0.9545
Random Forest,0.178,0.9545
Random Forest,0.1782,0.9545
Random Forest,0.1784,0.9545
Random Forest,0.1786,0.9545
Random Forest,0.1788,0.9545
Random Forest,0.179,0.9545
Random Forest,0.1793,0.9545
Random Forest,0.1795,0.9545
Random Forest,0.1797,0.9545
Random Forest,0.1799,0.9545
Random Forest,0.1801,0.9545
Random Forest,0.1804,0.9545
Random Forest,0.1806,0.9545
Random Forest,0.1808,0.9545
Random Forest,0.181,0.9545
Random Forest,0.1813,0.9545
Random Forest,0.1815,0.9545
Random Forest,0.1817,0.9545
Random Forest,0.1819,0.9545
Random Forest,0.1809,0.9481
Random Forest,0.1811,0.9481
Random Forest,0.1814,0.9481
Random Forest,0.1816,0.9481
Random Forest,0.1818,0.9481
Random Forest,0.182,0.9481
Random Forest,0.1823,0.9481
Random Forest,0.1825,0.9481
Random Forest,0.1827,0.9481
Random Forest,0.183,0.9481
Random Forest,0.1832,0.9481
Random Forest,0.1834,0.9481
Random Forest,0.1836,0.9481
Random Forest,0.1839,0.9481
Random Forest,0.1841,0.9481
Random Forest,0.1843,0.9481
Random Forest,0.1846,0.9481
Random Forest,0.1848,0.9481
Random Forest,0.1838,0.9416
Random Forest,0.184,0.9416
Random Forest,0.1842,0.9416
Random Forest,0.1845,0.9416
Random Forest,0.1847,0.9416
Random Forest,0.1849,0.9416
Random Forest,0.1852,0.9416
Random Forest,0.1854,0.9416
Random Forest,0.1857,0.9416
Random Forest,0.1859,0.9416
Random Forest,0.1861,0.9416
Random Forest,0.1864,0.9416
Random Forest,0.1866,0.9416
Random Forest,0.1869,0.9416
Random Forest,0.1871,0.9416
Random Forest,0.1873,0.9416
Random Forest,0.1876,0.9416
Random Forest,0.1878,0.9416
Random Forest,0.1881,0.9416
Random Forest,0.1883,0.9416
Random Forest,0.1886,0.9416
Random Forest,0.1888,0.9416
Random Forest,0.189,0.9416
Random Forest,0.1893,0.9416
Random Forest,0.1882,0.9351
Random Forest,0.1885,0.9351
Random Forest,0.1887,0.9351
Random Forest,0.189,0.9351
Random Forest,0.1892,0.9351
Random Forest,0.1895,0.9351
Random Forest,0.1897,0.9351
Random Forest,0.19,0.9351
Random Forest,0.1902,0.9351
Random Forest,0.1905,0.9351
Random Forest,0.1907,0.9351
Random Forest,0.191,0.9351
Random Forest,0.1912,0.9351
Random Forest,0.1915,0.9351
Random Forest,0.1917,0.9351
Random Forest,0.192,0.9351
Random Forest,0.1909,0.9286
Random Forest,0.1912,0.9286
Random Forest,0.1914,0.9286
Random Forest,0.1917,0.9286
Random Forest,0.1919,0.9286
Random Forest,0.1909,0.9221
Random Forest,0.1911,0.9221
Random Forest,0.1914,0.9221
Random Forest,0.1916,0.9221
Random Forest,0.1919,0.9221
Random Forest,0.1922,0.9221
Random Forest,0.1924,0.9221
Random Forest,0.1927,0.9221
Random Forest,0.1916,0.9156
Random Forest,0.1918,0.9156
Random Forest,0.1921,0.9156
Random Forest,0.1924,0.9156
Random Forest,0.1926,0.9156
Random Forest,0.1929,0.9156
Random Forest,0.1932,0.9156
Random Forest,0.1934,0.9156
Random Forest,0.1937,0.9156
Random Forest,0.1939,0.9156
Random Forest,0.1942,0.9156
Random Forest,0.1945,0.9156
Random Forest,0.1948,0.9156
Random Forest,0.195,0.9156
Random Forest,0.1953,0.9156
Random Forest,0.1942,0.9091
Random Forest,0.1944,0.9091
Random Forest,0.1947,0.9091
Random Forest,0.195,0.9091
Random Forest,0.1953,0.9091
Random Forest,0.1955,0.9091
Random Forest,0.1958,0.9091
Random Forest,0.1961,0.9091
Random Forest,0.1964,0.9091
Random Forest,0.1966,0.9091
Random Forest,0.1969,0.9091
Random Forest,0.1972,0.9091
Random Forest,0.1975,0.9091
Random Forest,0.1977,0.9091
Random Forest,0.198,0.9091
Random Forest,0.1983,0.9091
Random Forest,0.1986,0.9091
Random Forest,0.1989,0.9091
Random Forest,0.1991,0.9091
Random Forest,0.1994,0.9091
Random Forest,0.1997,0.9091
Random Forest,0.2,0.9091
Random Forest,0.2003,0.9091
Random Forest,0.2006,0.9091
Random Forest,0.1994,0.9026
Random Forest,0.1997,0.9026
Random Forest,0.2,0.9026
Random Forest,0.1988,0.8961
Random Forest,0.1991,0.8961
Random Forest,0.1994,0.8961
Random Forest,0.1997,0.8961
Random Forest,0.2,0.8961
Random Forest,0.2003,0.8961
Random Forest,0.2006,0.8961
Random Forest,0.2009,0.8961
Random Forest,0.2012,0.8961
Random Forest,0.2015,0.8961
Random Forest,0.2018,0.8961
Random Forest,0.202,0.8961
Random Forest,0.2023,0.8961
Random Forest,0.2012,0.8896
Random Forest,0.2015,0.8896
Random Forest,0.2018,0.8896
Random Forest,0.2021,0.8896
Random Forest,0.2024,0.8896
Random Forest,0.2027,0.8896
Random Forest,0.203,0.8896
Random Forest,0.2033,0.8896
Random Forest,0.2036,0.8896
Random Forest,0.2039,0.8896
Random Forest,0.2042,0.8896
Random Forest,0.2045,0.8896
Random Forest,0.2048,0.8896
Random Forest,0.2051,0.8896
Random Forest,0.2054,0.8896
Random Forest,0.2057,0.8896
Random Forest,0.206,0.8896
Random Forest,0.2063,0.8896
Random Forest,0.2066,0.8896
Random Forest,0.2069,0.8896
Random Forest,0.2073,0.8896
Random Forest,0.2076,0.8896
Random Forest,0.2064,0.8831
Random Forest,0.2067,0.8831
Random Forest,0.207,0.8831
Random Forest,0.2073,0.8831
Random Forest,0.2076,0.8831
Random Forest,0.208,0.8831
Random Forest,0.2067,0.8766
Random Forest,0.2071,0.8766
Random Forest,0.2074,0.8766
Random Forest,0.2062,0.8701
Random Forest,0.2065,0.8701
Random Forest,0.2068,0.8701
Random Forest,0.2071,0.8701
Random Forest,0.2074,0.8701
Random Forest,0.2078,0.8701
Random Forest,0.2081,0.8701
Random Forest,0.2084,0.8701
Random Forest,0.2072,0.8636
Random Forest,0.2075,0.8636
Random Forest,0.2078,0.8636
Random Forest,0.2081,0.8636
Random Forest,0.2085,0.8636
Random Forest,0.2088,0.8636
Random Forest,0.2091,0.8636
Random Forest,0.2094,0.8636
Random Forest,0.2098,0.8636
Random Forest,0.2101,0.8636
Random Forest,0.2104,0.8636
Random Forest,0.2108,0.8636
Random Forest,0.2111,0.8636
Random Forest,0.2099,0.8571
Random Forest,0.2102,0.8571
Random Forest,0.2105,0.8571
Random Forest,0.2109,0.8571
Random Forest,0.2096,0.8506
Random Forest,0.2099,0.8506
Random Forest,0.2103,0.8506
Random Forest,0.2106,0.8506
Random Forest,0.211,0.8506
Random Forest,0.2113,0.8506
Random Forest,0.2116,0.8506
Random Forest,0.212,0.8506
Random Forest,0.2123,0.8506
Random Forest,0.2127,0.8506
Random Forest,0.213,0.8506
Random Forest,0.2134,0.8506
Random Forest,0.2137,0.8506
Random Forest,0.2141,0.8506
Random Forest,0.2144,0.8506
Random Forest,0.2148,0.8506
Random Forest,0.2151,0.8506
Random Forest,0.2155,0.8506
Random Forest,0.2142,0.8442
Random Forest,0.2145,0.8442
Random Forest,0.2149,0.8442
Random Forest,0.2152,0.8442
Random Forest,0.2156,0.8442
Random Forest,0.2159,0.8442
Random Forest,0.2163,0.8442
Random Forest,0.2167,0.8442
Random Forest,0.2154,0.8377
Random Forest,0.2157,0.8377
Random Forest,0.2161,0.8377
Random Forest,0.2164,0.8377
Random Forest,0.2168,0.8377
Random Forest,0.2172,0.8377
Random Forest,0.2175,0.8377
Random Forest,0.2179,0.8377
Random Forest,0.2183,0.8377
Random Forest,0.2186,0.8377
Random Forest,0.2173,0.8312
Random Forest,0.2177,0.8312
Random Forest,0.2181,0.8312
Random Forest,0.2167,0.8247
Random Forest,0.2171,0.8247
Random Forest,0.2158,0.8182
Random Forest,0.2161,0.8182
Random Forest,0.2165,0.8182
Random Forest,0.2169,0.8182
Random Forest,0.2172,0.8182
Random Forest,0.2176,0.8182
Random Forest,0.218,0.8182
Random Forest,0.2184,0.8182
Random Forest,0.2188,0.8182
Random Forest,0.2191,0.8182
Random Forest,0.2195,0.8182
Random Forest,0.2199,0.8182
Random Forest,0.2203,0.8182
Random Forest,0.2207,0.8182
Random Forest,0.2211,0.8182
Random Forest,0.2214,0.8182
Random Forest,0.2218,0.8182
Random Forest,0.2205,0.8117
Random Forest,0.2208,0.8117
Random Forest,0.2212,0.8117
Random Forest,0.2216,0.8117
Random Forest,0.222,0.8117
Random Forest,0.2206,0.8052
Random Forest,0.221,0.8052
Random Forest,0.2214,0.8052
Random Forest,0.2218,0.8052
Random Forest,0.2222,0.8052
Random Forest,0.2226,0.8052
Random Forest,0.223,0.8052
Random Forest,0.2234,0.8052
Random Forest,0.2238,0.8052
Random Forest,0.2224,0.7987
Random Forest,0.2228,0.7987
Random Forest,0.2232,0.7987
Random Forest,0.2236,0.7987
Random Forest,0.224,0.7987
Random Forest,0.2245,0.7987
Random Forest,0.2249,0.7987
Random Forest,0.2253,0.7987
Random Forest,0.2257,0.7987
Random Forest,0.2261,0.7987
Random Forest,0.2265,0.7987
Random Forest,0.2269,0.7987
Random Forest,0.2274,0.7987
Random Forest,0.2278,0.7987
Random Forest,0.2282,0.7987
Random Forest,0.2286,0.7987
Random Forest,0.2291,0.7987
Random Forest,0.2295,0.7987
Random Forest,0.2299,0.7987
Random Forest,0.2303,0.7987
Random Forest,0.2308,0.7987
Random Forest,0.2312,0.7987
Random Forest,0.2316,0.7987
Random Forest,0.2321,0.7987
Random Forest,0.2325,0.7987
Random Forest,0.2311,0.7922
Random Forest,0.2315,0.7922
Random Forest,0.2319,0.7922
Random Forest,0.2324,0.7922
Random Forest,0.2328,0.7922
Random Forest,0.2333,0.7922
Random Forest,0.2337,0.7922
Random Forest,0.2322,0.7857
Random Forest,0.2308,0.7792
Random Forest,0.2312,0.7792
Random Forest,0.2317,0.7792
Random Forest,0.2321,0.7792
Random Forest,0.2326,0.7792
Random Forest,0.233,0.7792
Random Forest,0.2335,0.7792
Random Forest,0.232,0.7727
Random Forest,0.2324,0.7727
Random Forest,0.2329,0.7727
Random Forest,0.2314,0.7662
Random Forest,0.2318,0.7662
Random Forest,0.2303,0.7597
Random Forest,0.2308,0.7597
Random Forest,0.2292,0.7532
Random Forest,0.2297,0.7532
Random Forest,0.2302,0.7532
Random Forest,0.2306,0.7532
Random Forest,0.2311,0.7532
Random Forest,0.2315,0.7532
Random Forest,0.232,0.7532
Random Forest,0.2325,0.7532
Random Forest,0.2329,0.7532
Random Forest,0.2334,0.7532
Random Forest,0.2339,0.7532
Random Forest,0.2343,0.7532
Random Forest,0.2348,0.7532
Random Forest,0.2353,0.7532
Random Forest,0.2358,0.7532
Random Forest,0.2363,0.7532
Random Forest,0.2367,0.7532
Random Forest,0.2372,0.7532
Random Forest,0.2377,0.7532
Random Forest,0.2382,0.7532
Random Forest,0.2387,0.7532
Random Forest,0.2392,0.7532
Random Forest,0.2397,0.7532
Random Forest,0.2402,0.7532
Random Forest,0.2407,0.7532
Random Forest,0.2412,0.7532
Random Forest,0.2396,0.7468
Random Forest,0.2401,0.7468
Random Forest,0.2406,0.7468
Random Forest,0.2411,0.7468
Random Forest,0.2416,0.7468
Random Forest,0.2421,0.7468
Random Forest,0.2405,0.7403
Random Forest,0.241,0.7403
Random Forest,0.2415,0.7403
Random Forest,0.242,0.7403
Random Forest,0.2426,0.7403
Random Forest,0.2431,0.7403
Random Forest,0.2436,0.7403
Random Forest,0.2441,0.7403
Random Forest,0.2425,0.7338
Random Forest,0.243,0.7338
Random Forest,0.2435,0.7338
Random Forest,0.2441,0.7338
Random Forest,0.2446,0.7338
Random Forest,0.2451,0.7338
Random Forest,0.2457,0.7338
Random Forest,0.2462,0.7338
Random Forest,0.2467,0.7338
Random Forest,0.2473,0.7338
Random Forest,0.2478,0.7338
Random Forest,0.2484,0.7338
Random Forest,0.2489,0.7338
Random Forest,0.2494,0.7338
Random Forest,0.25,0.7338
Random Forest,0.2506,0.7338
Random Forest,0.2511,0.7338
Random Forest,0.2517,0.7338
Random Forest,0.25,0.7273
Random Forest,0.2483,0.7208
Random Forest,0.2489,0.7208
Random Forest,0.2494,0.7208
Random Forest,0.25,0.7208
Random Forest,0.2506,0.7208
Random Forest,0.2511,0.7208
Random Forest,0.2517,0.7208
Random Forest,0.2523,0.7208
Random Forest,0.2528,0.7208
Random Forest,0.2534,0.7208
Random Forest,0.254,0.7208
Random Forest,0.2546,0.7208
Random Forest,0.2529,0.7143
Random Forest,0.2535,0.7143
Random Forest,0.2517,0.7078
Random Forest,0.2523,0.7078
Random Forest,0.2506,0.7013
Random Forest,0.2512,0.7013
Random Forest,0.2517,0.7013
Random Forest,0.2523,0.7013
Random Forest,0.2529,0.7013
Random Forest,0.2535,0.7013
Random Forest,0.2541,0.7013
Random Forest,0.2547,0.7013
Random Forest,0.2553,0.7013
Random Forest,0.2559,0.7013
Random Forest,0.2565,0.7013
Random Forest,0.2571,0.7013
Random Forest,0.2578,0.7013
Random Forest,0.2584,0.7013
Random Forest,0.259,0.7013
Random Forest,0.2572,0.6948
Random Forest,0.2578,0.6948
Random Forest,0.2585,0.6948
Random Forest,0.2567,0.6883
Random Forest,0.2573,0.6883
Random Forest,0.2579,0.6883
Random Forest,0.2585,0.6883
Random Forest,0.2592,0.6883
Random Forest,0.2598,0.6883
Random Forest,0.2604,0.6883
Random Forest,0.2586,0.6818
Random Forest,0.2593,0.6818
Random Forest,0.2599,0.6818
Random Forest,0.2605,0.6818
Random Forest,0.2587,0.6753
Random Forest,0.2569,0.6688
Random Forest,0.2575,0.6688
Random Forest,0.2581,0.6688
Random Forest,0.2588,0.6688
Random Forest,0.2594,0.6688
Random Forest,0.2576,0.6623
Random Forest,0.2582,0.6623
Random Forest,0.2589,0.6623
Random Forest,0.2595,0.6623
Random Forest,0.2577,0.6558
Random Forest,0.2583,0.6558
Random Forest,0.259,0.6558
Random Forest,0.2596,0.6558
Random Forest,0.2603,0.6558
Random Forest,0.261,0.6558
Random Forest,0.2617,0.6558
Random Forest,0.2597,0.6494
Random Forest,0.2604,0.6494
Random Forest,0.2585,0.6429
Random Forest,0.2592,0.6429
Random Forest,0.2598,0.6429
Random Forest,0.2605,0.6429
Random Forest,0.2586,0.6364
Random Forest,0.2593,0.6364
Random Forest,0.2599,0.6364
Random Forest,0.2606,0.6364
Random Forest,0.2587,0.6299
Random Forest,0.2594,0.6299
Random Forest,0.2601,0.6299
Random Forest,0.2608,0.6299
Random Forest,0.2588,0.6234
Random Forest,0.2595,0.6234
Random Forest,0.2602,0.6234
Random Forest,0.2609,0.6234
Random Forest,0.2616,0.6234
Random Forest,0.2623,0.6234
Random Forest,0.263,0.6234
Random Forest,0.2637,0.6234
Random Forest,0.2645,0.6234
Random Forest,0.2652,0.6234
Random Forest,0.2659,0.6234
Random Forest,0.2667,0.6234
Random Forest,0.2674,0.6234
Random Forest,0.2682,0.6234
Random Forest,0.2689,0.6234
Random Forest,0.2669,0.6169
Random Forest,0.2676,0.6169
Random Forest,0.2684,0.6169
Random Forest,0.2691,0.6169
Random Forest,0.2699,0.6169
Random Forest,0.2707,0.6169
Random Forest,0.2714,0.6169
Random Forest,0.2722,0.6169
Random Forest,0.273,0.6169
Random Forest,0.2709,0.6104
Random Forest,0.2717,0.6104
Random Forest,0.2725,0.6104
Random Forest,0.2733,0.6104
Random Forest,0.2741,0.6104
Random Forest,0.2749,0.6104
Random Forest,0.2757,0.6104
Random Forest,0.2765,0.6104
Random Forest,0.2773,0.6104
Random Forest,0.2781,0.6104
Random Forest,0.2789,0.6104
Random Forest,0.2798,0.6104
Random Forest,0.2806,0.6104
Random Forest,0.2784,0.6039
Random Forest,0.2793,0.6039
Random Forest,0.2801,0.6039
Random Forest,0.2779,0.5974
